item_id,order_id,product_id,quantity,unit_price,discount_percent
I00608,O00423,P0364,1,1882.94,79.75
I00609,O00667,P0164,4,7122.58,26.16
I00610,O00298,P0128,1,1675.85,93.87
I00611,O00491,P0033,5,4588.44,89.59
I00612,O00043,P0439,1,2583.12,26.58
I00613,O00397,P0228,3,834.87,10.94
I00614,O00562,P0390,4,695.92,70.82
I00615,O00400,P0395,3,4519.78,94.48
I00616,O00469,P0094,2,4405.08,43.28
I00617,O00687,P0389,5,9657.53,2.65
I00618,O00937,P0277,4,4741.82,69.17
I00619,O00691,P0470,2,7224.25,50.4
I00620,O00269,P0267,5,5701.99,8.27
I00621,O00082,P0252,3,2431.53,64.1
I00622,O00972,P0200,4,8498.74,54.5
I00623,O00854,P0352,2,3638.98,79.32
I00624,O00553,P0465,1,6636.17,98.26
I00625,O00958,P0467,4,1105.15,64.07
I00626,O00132,P0353,2,9550.29,72.25
I00627,O00669,P0369,-5,8232.34,50.03
I00628,O00119,P0196,1,4452.48,79.35
I00629,O00420,P0083,3,6098.89,58.55
I00630,O00364,P0489,3,2547.91,70.26
I00631,O00808,P0141,1,7905.82,69.5
I00632,O00346,P0267,5,627.23,63.35
I00633,O00646,P0070,3,4587.01,67.77
I00634,O00398,P0437,2,2500.54,63.19
I00635,O00452,P0321,1,1699.68,57.8
I00636,O00109,P0269,4,2342.48,66.93
I00637,O00710,P0374,5,9279.36,71.88
I00638,O00318,P0140,2,4071.5,40.99
I00639,O00403,P0301,4,3115.63,39.27
I00640,O00188,P0307,5,5060.21,24.76
I00641,O00245,P0362,3,7252.55,35.59
I00642,O00745,P0298,1,7594.68,21.11
I00643,O00370,P0036,3,1314.27,79.27
I00644,O00094,P0283,2,2771.19,41.27
I00645,O00253,P0286,3,5438.76,96.44
I00646,O00458,P0323,5,848.71,26.5
I00647,O00027,P0499,1,4872.43,3.46
I00648,O00406,P0233,1,8054.7,75.53
I00649,O00558,P0490,3,3058.42,10.44
I00650,O00436,P0195,2,4530.91,83.14
I00651,O00684,P0258,2,1551.6,94.82
I00652,O00094,P0451,1,3921.51,79.3
I00653,O00330,P0443,5,8144.76,78.31
I00654,O00877,P0291,3,6194.13,5.97
I00655,O00989,P0390,3,9273.01,45.3
I00656,O00618,P0391,3,3565.74,12.85
I00657,O00519,P0199,4,5051.06,4.35
I00658,O00302,P0375,3,1640.85,54.96
I00659,O00759,P0399,2,8377.67,37.36
I00660,O00649,P0019,-4,4881.53,23.44
I00661,O00886,P0341,3,9236.2,61.57
I00662,O00147,P0450,4,391.53,41.25
I00663,O00806,P0180,1,873.88,9.4
I00664,O00109,P0478,5,9764.99,28.61
I00665,O00708,P0335,4,3535.07,76.94
I00666,O00682,P0380,1,3490.9,72.16
I00667,O00432,P0419,3,9613.49,42.83
I00668,O00615,P0347,1,2313.13,73.68
I00669,O00170,P0318,1,8543.94,46.85
I00670,O00891,P0036,4,2179.03,29.41
I00671,O00241,P0071,5,8520.89,96.83
I00672,O00937,P0207,3,8700.19,87.4
I00673,O00426,P0003,5,8999.52,69.47
I00674,O00857,P0139,5,5111.36,47.64
I00675,O00599,P0486,3,5558.25,72.86
I00676,O00521,P0396,5,7093.5,77.82
I00677,O00412,P0235,5,5099.47,74.28
I00678,O00984,P0332,1,297.75,22.19
I00679,O00661,P0002,1,4943.68,46.85
I00680,O00202,P0326,4,3954.09,32.21
I00681,O00012,P0337,2,3580.52,96.56
I00682,O00582,P0067,1,3517.71,87.46
I00683,O00545,P0108,1,718.18,42.78
I00684,O00550,P0439,3,2154.37,20.28
I00685,O00376,P0464,1,8918.58,46.89
I00686,O00947,P0249,5,7536.3,74.8
I00687,O00623,P0490,4,1845.62,17.25
I00688,O00497,P0414,3,4145.97,42.83
I00689,O00482,P0116,2,2175.67,25.94
I00690,O00452,P0108,2,5442.59,93.37
I00691,O00897,P0426,2,9301.43,84.64
I00692,O00276,P0116,4,2612.2,67.87
I00693,O00161,P0028,-2,4824.74,43.65
I00694,O00774,P0446,2,564.26,41.59
I00695,O00325,P0043,3,6552.77,50.62
I00696,O00350,P0267,2,3584.89,10.03
I00697,O00839,P0329,4,3936.33,92.99
I00698,O00951,P0487,3,8866.06,55.1
I00699,O00154,P0452,2,4064.4,98.66
I00700,O00800,P0490,5,2462.66,66.84
I00701,O00122,P0262,4,3099.33,10.96
I00702,O00515,P0212,3,3973.69,20.39
I00703,O00403,P0390,2,7640.04,94.32
I00704,O00338,P0298,1,2633.31,60.12
I00705,O00313,P0131,5,4202.79,52.58
I00706,O00967,P0330,5,1416.69,78.28
I00707,O00971,P0278,5,6728.27,47.63
I00708,O00051,P0266,3,735.53,46.93
I00709,O00527,P0491,1,4903.81,24.79
I00710,O00368,P0179,5,4180.56,25.87
I00711,O00169,P0484,5,6032.7,46.33
I00712,O00665,P0070,2,2617.46,53.88
I00713,O00456,P0181,1,963.52,12.63
I00714,O00790,P0335,1,6772.68,48.25
I00715,O00791,P0205,4,4610.51,72.9
I00716,O00362,P0267,3,902.82,60.27
I00717,O00765,P0235,5,7092.4,54.21
I00718,O00766,P0386,2,6941.94,63.17
I00719,O00577,P0053,2,2485.92,19.29
I00720,O00329,P0215,5,7044.2,64.2
I00721,O00500,P0238,2,1282.7,10.81
I00722,O01000,P0299,5,5010.34,19.42
I00723,O00004,P0175,2,3221.41,31.38
I00724,O00553,P0122,3,4982.61,21.5
I00725,O00980,P0479,3,5046.35,34.86
I00726,O00070,P0326,-1,5428.38,92.69
I00727,O00966,P0441,5,7466.7,28.46
I00728,O00637,P0386,5,5260.73,23.97
I00729,O00851,P0475,4,852.96,59.31
I00730,O00866,P0081,5,546.2,8.06
I00731,O00511,P0153,1,9474.52,92.66
I00732,O00247,P0219,5,5667.09,92.3
I00733,O00158,P0356,2,4658.56,97.81
I00734,O00662,P0161,2,3869.65,46.23
I00735,O00498,P0422,2,8981.72,32.32
I00736,O00917,P0446,2,1749.82,89.32
I00737,O00045,P0471,5,1746.02,76.17
I00738,O00447,P0453,1,1280.77,6.76
I00739,O00943,P0246,1,1564.13,80.62
I00740,O00469,P0079,3,1649.19,98.69
I00741,O00349,P0113,3,9261.03,74.7
I00742,O00525,P0190,4,1527.96,21.17
I00743,O00092,P0467,5,3296.15,50.67
I00744,O00141,P0261,1,4253.68,15.65
I00745,O00403,P0367,2,4438.35,50.77
I00746,O00264,P0336,3,1862.42,20.78
I00747,O00071,P0111,2,4558.53,21.27
I00748,O00614,P0142,1,9178.16,86.87
I00749,O00295,P0435,2,2302.85,44.32
I00750,O00602,P0101,3,1032.46,37.72
I00751,O00789,P0475,3,3824.24,63.68
I00752,O00062,P0316,4,6443.6,52.0
I00753,O00308,P0249,2,3597.07,17.28
I00754,O00795,P0385,3,1886.51,58.33
I00755,O00762,P0433,4,3556.52,64.63
I00756,O00624,P0317,2,5781.65,54.36
I00757,O00607,P0307,1,1426.8,58.66
I00758,O00113,P0446,1,3846.82,5.02
I00759,O00857,P0273,-4,2044.19,41.9
I00760,O00634,P0349,5,4326.65,45.12
I00761,O00211,P0205,5,8366.65,71.39
I00762,O00543,P0205,5,1394.5,69.4
I00763,O00832,P0004,2,5291.61,35.99
I00764,O00220,P0043,3,4520.06,93.76
I00765,O00401,P0359,1,7733.16,57.67
I00766,O00343,P0150,1,4298.2,55.85
I00767,O00638,P0129,2,289.67,57.83
I00768,O00656,P0307,1,6525.04,52.93
I00769,O00542,P0207,3,1774.81,73.54
I00770,O00081,P0005,3,9084.06,51.59
I00771,O00225,P0007,3,710.85,42.57
I00772,O00466,P0374,1,5854.76,44.76
I00773,O00056,P0294,1,2492.86,5.52
I00774,O00177,P0365,2,9281.43,81.21
I00775,O00105,P0042,2,7304.38,92.62
I00776,O00185,P0209,3,1117.86,16.05
I00777,O00305,P0229,5,4671.74,97.92
I00778,O00668,P0219,4,4885.23,3.26
I00779,O00266,P0282,1,5648.13,76.5
I00780,O00248,P0197,5,977.81,51.06
I00781,O00330,P0249,2,1625.74,22.07
I00782,O00336,P0371,2,314.5,45.98
I00783,O00932,P0028,1,5496.28,72.62
I00784,O00825,P0127,4,3802.02,54.61
I00785,O00130,P0233,1,7557.58,4.49
I00786,O00986,P0018,3,5071.97,84.61
I00787,O00325,P0039,4,5475.52,51.8
I00788,O00032,P0419,3,7893.55,57.51
I00789,O00870,P0007,3,414.78,21.63
I00790,O00486,P0035,5,3980.21,50.63
I00791,O00083,P0408,2,9762.15,29.25
I00792,O00246,P0086,-4,5445.49,22.18
I00793,O00363,P0126,1,2950.46,7.9
I00794,O00432,P0189,4,3539.51,97.55
I00795,O00196,P0290,1,1935.27,23.48
I00796,O00288,P0295,2,669.95,28.12
I00797,O00251,P0383,2,3784.77,19.66
I00798,O00244,P0236,3,3084.54,11.16
I00799,O00235,P0403,2,4504.85,39.72
I00800,O00372,P0251,3,7864.74,52.1
I00801,O00198,P0061,4,3162.12,25.91
I00802,O00270,P0326,2,8710.57,13.17
I00803,O00885,P0301,4,2455.5,82.98
I00804,O00499,P0383,2,8087.37,30.99
I00805,O00154,P0424,5,4351.9,95.97
I00806,O00520,P0218,5,6181.01,22.32
I00807,O00824,P0112,3,4723.0,37.92
I00808,O00102,P0399,3,2570.3,82.44
I00809,O00929,P0241,1,2764.38,85.85
I00810,O00114,P0281,1,9015.47,79.16
I00811,O00943,P0002,1,8768.87,35.38
I00812,O00942,P0217,2,923.49,71.95
I00813,O00444,P0442,1,3722.91,38.88
I00814,O00891,P0493,3,6554.14,46.08
I00815,O00121,P0406,4,4187.82,31.32
I00816,O00583,P0212,1,9208.16,12.97
I00817,O00372,P0178,3,540.54,24.23
I00818,O00016,P0137,4,5200.95,81.88
I00819,O00298,P0244,2,8572.8,73.04
I00820,O00900,P0459,4,4906.34,40.9
I00821,O00743,P0205,5,9425.61,57.59
I00822,O00551,P0495,1,8563.37,24.25
I00823,O00172,P0389,5,7244.91,87.96
I00824,O00521,P0481,5,628.31,90.58
I00825,O00067,P0103,-2,2726.78,40.52
I00826,O00551,P0165,2,9239.33,82.41
I00827,O00882,P0298,3,1095.73,39.02
I00828,O00690,P0255,1,8743.73,49.11
I00829,O00929,P0390,2,541.59,53.69
I00830,O00774,P0220,4,7953.51,44.63
I00831,O00007,P0231,3,8938.8,39.17
I00832,O00753,P0075,2,6200.11,96.07
I00833,O00273,P0377,4,1821.75,93.03
I00834,O00841,P0064,2,4338.15,94.36
I00835,O00868,P0216,5,1643.17,63.07
I00836,O00109,P0038,3,8026.59,94.09
I00837,O00402,P0439,2,6284.41,33.57
I00838,O00357,P0157,1,6163.74,73.16
I00839,O00889,P0406,4,5749.23,78.22
I00840,O00644,P0304,4,1395.6,67.42
I00841,O00550,P0292,3,8832.37,87.29
I00842,O00685,P0085,4,6715.58,37.57
I00843,O00154,P0080,1,8436.84,18.76
I00844,O00276,P0287,1,633.79,40.02
I00845,O00247,P0083,3,2607.96,30.73
I00846,O00644,P0014,4,3956.35,90.61
I00847,O00259,P0455,3,3480.3,78.71
I00848,O00235,P0314,3,5440.65,42.14
I00849,O00836,P0243,1,2508.11,83.33
I00850,O00316,P0032,1,5860.97,35.88
I00851,O00553,P0077,1,9531.34,28.38
I00852,O00910,P0018,5,9253.78,3.51
I00853,O00076,P0034,5,6501.36,56.93
I00854,O00403,P0196,2,3967.76,41.21
I00855,O00801,P0329,3,729.43,83.57
I00856,O00711,P0284,1,236.27,95.75
I00857,O00480,P0183,4,5169.06,10.19
I00858,O00464,P0010,-1,4330.91,78.55
I00859,O00459,P0221,3,2110.51,74.55
I00860,O00943,P0123,5,9953.75,82.4
I00861,O00432,P0382,4,5972.6,0.32
I00862,O00984,P0127,2,6384.9,86.59
I00863,O00317,P0240,2,7205.77,43.12
I00864,O00846,P0040,4,2033.36,97.24
I00865,O00764,P0101,2,7916.37,6.61
I00866,O00182,P0172,1,6317.67,72.12
I00867,O00077,P0304,1,8523.29,22.78
I00868,O00003,P0025,4,8283.1,10.22
I00869,O00969,P0177,1,5808.89,28.96
I00870,O00595,P0067,2,3049.37,53.54
I00871,O00801,P0198,2,1055.87,19.55
I00872,O00576,P0091,3,6870.06,59.28
I00873,O00264,P0117,2,5176.84,21.82
I00874,O00038,P0355,3,2513.79,19.31
I00875,O00969,P0304,1,6759.13,76.63
I00876,O00675,P0291,2,9363.29,20.98
I00877,O00927,P0133,5,3086.66,74.84
I00878,O00441,P0471,2,3417.17,13.96
I00879,O00104,P0179,3,9280.96,46.52
I00880,O00767,P0285,1,4484.72,13.22
I00881,O00725,P0084,3,7389.47,38.51
I00882,O00590,P0121,2,1526.93,48.31
I00883,O00366,P0029,5,7691.78,51.19
I00884,O00660,P0153,4,7379.35,40.68
I00885,O00441,P0479,1,7833.73,37.74
I00886,O00898,P0049,2,4943.32,1.83
I00887,O00232,P0410,4,6802.31,64.39
I00888,O00531,P0357,2,3384.74,95.37
I00889,O00657,P0139,5,6759.11,95.78
I00890,O00805,P0303,3,9209.57,13.81
I00891,O00305,P0364,-2,7881.99,55.75
I00892,O00858,P0264,2,1905.21,2.85
I00893,O00881,P0182,1,927.09,3.63
I00894,O00421,P0012,3,7621.76,41.93
I00895,O00446,P0044,4,9321.02,65.57
I00896,O00189,P0274,4,3887.11,19.95
I00897,O00730,P0449,4,6073.05,89.27
I00898,O00944,P0495,1,464.26,16.74
I00899,O00015,P0288,3,7478.05,51.27
I00900,O00188,P0223,1,9845.51,89.04
I00901,O00266,P0300,5,4303.09,29.18
I00902,O00717,P0016,4,6226.48,7.3
I00903,O00606,P0007,2,929.51,60.25
I00904,O00184,P0131,2,9069.41,27.86
I00905,O00169,P0229,5,8486.07,59.18
I00906,O00177,P0383,4,5373.21,10.53
I00907,O00178,P0489,1,3114.41,62.17
I00908,O00452,P0362,4,9901.97,61.51
I00909,O00381,P0165,4,7071.86,6.69
I00910,O00116,P0191,5,6154.36,44.99
I00911,O00693,P0495,1,7184.47,18.29
I00912,O00850,P0248,4,2195.27,1.26
I00913,O00937,P0489,1,7841.63,36.86
I00914,O00875,P0470,3,7221.28,88.64
I00915,O00649,P0334,2,1751.21,89.16
I00916,O00313,P0416,1,6108.42,69.59
I00917,O00657,P0356,4,2359.51,33.53
I00918,O00704,P0105,3,3013.37,53.8
I00919,O00091,P0384,5,1587.62,70.29
I00920,O00758,P0464,3,7089.47,63.08
I00921,O00983,P0020,4,6658.6,85.23
I00922,O00346,P0261,3,4537.28,38.25
I00923,O00386,P0230,3,7024.18,66.24
I00924,O00159,P0092,-5,2899.41,86.0
I00925,O00198,P0229,3,6646.84,92.35
I00926,O00013,P0351,5,8120.51,27.29
I00927,O00799,P0398,3,429.32,15.29
I00928,O00332,P0420,3,4913.23,86.54
I00929,O00166,P0276,4,8263.79,53.25
I00930,O00756,P0442,3,2762.3,44.24
I00931,O00547,P0225,3,8842.96,75.56
I00932,O00542,P0250,4,8290.74,34.3
I00933,O00965,P0334,2,1516.48,12.99
I00934,O00587,P0371,5,749.96,74.98
I00935,O00723,P0174,1,237.11,25.08
I00936,O00019,P0373,5,7797.35,52.15
I00937,O00581,P0171,1,5753.05,28.23
I00938,O00335,P0244,2,6826.45,69.34
I00939,O00923,P0447,2,871.84,19.76
I00940,O00120,P0390,5,306.0,28.47
I00941,O00932,P0354,4,2418.46,72.41
I00942,O00431,P0084,4,7093.42,76.33
I00943,O00311,P0036,3,8504.99,27.43
I00944,O00009,P0039,3,2588.36,90.54
I00945,O00431,P0399,5,4097.64,64.37
I00946,O00052,P0330,3,1628.62,33.27
I00947,O00385,P0280,2,814.6,10.61
I00948,O00337,P0394,4,2782.67,50.17
I00949,O00244,P0157,5,7577.26,80.08
I00950,O00622,P0336,3,5546.4,12.47
I00951,O00472,P0101,4,3952.8,50.8
I00952,O00853,P0430,2,6637.88,18.24
I00953,O00719,P0285,4,8034.49,99.04
I00954,O00943,P0217,4,5389.48,28.79
I00955,O00136,P0471,3,9387.97,2.97
I00956,O00048,P0396,3,1625.44,20.97
I00957,O00062,P0469,-4,9547.76,43.41
I00958,O00354,P0488,1,2298.17,58.46
I00959,O00871,P0042,5,3702.74,33.23
I00960,O00943,P0434,1,9128.28,25.2
I00961,O00856,P0174,3,9911.29,26.33
I00962,O00858,P0491,4,1496.36,39.11
I00963,O00405,P0492,2,480.69,12.81
I00964,O00167,P0495,3,3126.35,92.12
I00965,O00604,P0210,2,7467.13,92.01
I00966,O00919,P0101,1,6858.41,55.81
I00967,O00362,P0388,1,7970.0,49.6
I00968,O00971,P0282,3,9108.34,99.9
I00969,O00764,P0063,2,2907.13,9.07
I00970,O00424,P0186,2,2012.12,65.58
I00971,O00091,P0494,3,2965.75,77.07
I00972,O00471,P0432,5,6539.98,83.56
I00973,O00525,P0466,5,3336.49,93.76
I00974,O00742,P0286,1,5886.83,30.47
I00975,O00322,P0061,1,7560.5,99.62
I00976,O00628,P0237,3,9179.06,66.39
I00977,O00904,P0003,5,2026.89,24.94
I00978,O00842,P0271,5,4911.73,87.97
I00979,O00935,P0372,1,8576.72,58.46
I00980,O00570,P0423,4,8534.41,57.86
I00981,O00567,P0350,3,3423.44,87.31
I00982,O00969,P0413,1,3724.92,54.5
I00983,O00196,P0229,3,7069.99,57.34
I00984,O00234,P0093,3,1615.78,83.5
I00985,O00026,P0262,4,8351.31,73.39
I00986,O00787,P0023,3,8023.72,53.18
I00987,O00287,P0233,5,643.55,31.72
I00988,O00461,P0025,5,3788.02,87.95
I00989,O00998,P0156,5,1431.64,91.42
I00990,O00917,P0072,-3,7651.28,39.07
I00991,O00929,P0317,2,7160.73,66.95
I00992,O00957,P0150,5,4658.82,1.86
I00993,O00268,P0460,3,8490.44,18.34
I00994,O00265,P0141,4,2559.24,69.08
I00995,O00930,P0407,4,8894.99,82.18
I00996,O00056,P0143,5,3950.33,58.32
I00997,O00753,P0469,1,2202.29,1.32
I00998,O00285,P0487,5,2308.27,65.94
I00999,O00328,P0197,5,294.18,66.72
I01000,O00604,P0279,5,5583.94,51.75
I01001,O00559,P0416,2,504.69,30.54
I01002,O00761,P0309,5,5293.61,87.22
I01003,O00446,P0005,2,5137.43,46.39
I01004,O00920,P0249,1,2043.58,39.47
I01005,O00741,P0008,5,7827.82,72.54
I01006,O00025,P0488,2,5092.62,88.11
I01007,O00561,P0135,3,423.67,35.45
I01008,O00142,P0075,2,632.27,42.05
I01009,O00298,P0281,3,8812.75,79.05
I01010,O00110,P0489,5,694.71,35.6
I01011,O00779,P0409,3,8151.72,17.64
I01012,O00084,P0164,3,3148.78,91.36
I01013,O00532,P0142,5,8829.28,53.5
I01014,O00956,P0250,4,7251.52,27.29
I01015,O00596,P0182,1,5811.69,24.74
I01016,O00123,P0435,5,5780.36,9.86
I01017,O00230,P0173,3,9351.05,74.66
I01018,O00520,P0099,3,613.67,76.43
I01019,O00532,P0017,2,4699.53,18.74
I01020,O00036,P0024,1,2185.97,55.15
I01021,O00478,P0155,4,5994.0,74.79
I01022,O00646,P0266,2,3598.36,62.57
I01023,O00570,P0482,-2,8856.93,87.64
I01024,O00238,P0049,4,2362.8,5.56
I01025,O00746,P0350,4,9408.99,15.09
I01026,O00656,P0384,5,8695.86,68.85
I01027,O00448,P0480,2,4534.05,79.26
I01028,O00400,P0483,5,9177.03,21.07
I01029,O00200,P0140,2,4994.06,3.05
I01030,O00553,P0488,1,9617.04,47.5
I01031,O00259,P0001,4,5667.85,71.47
I01032,O00638,P0235,2,9342.55,64.71
I01033,O00874,P0340,5,1686.21,47.24
I01034,O00158,P0476,2,8282.94,83.05
I01035,O00877,P0235,4,2165.89,72.65
I01036,O00034,P0052,4,3527.08,1.74
I01037,O00712,P0412,5,4933.0,25.55
I01038,O00523,P0314,2,9218.39,82.08
I01039,O00179,P0177,4,6856.36,41.11
I01040,O00630,P0354,3,8485.84,76.69
I01041,O00068,P0330,5,1281.17,1.28
I01042,O00299,P0434,1,6768.69,87.23
I01043,O00400,P0390,2,350.17,53.62
I01044,O00776,P0305,5,3099.04,83.68
I01045,O00113,P0338,1,3618.6,71.96
I01046,O00798,P0164,5,6188.69,81.53
I01047,O00599,P0466,5,2540.21,93.04
I01048,O00804,P0228,3,8405.36,38.64
I01049,O00941,P0493,3,3079.43,84.39
I01050,O00122,P0213,1,7802.9,5.15
I01051,O00836,P0085,4,4927.36,29.19
I01052,O00035,P0127,4,9455.8,58.9
I01053,O00815,P0167,3,3180.91,21.1
I01054,O00127,P0288,3,8142.56,99.1
I01055,O00796,P0251,4,9069.42,35.92
I01056,O00715,P0290,-3,5779.97,98.47
I01057,O00811,P0261,3,2862.2,11.89
I01058,O00665,P0137,4,3131.61,35.78
I01059,O00471,P0333,2,8172.57,5.81
I01060,O00315,P0265,3,6786.15,43.28
I01061,O00483,P0134,3,1139.21,27.64
I01062,O00903,P0482,1,6867.22,92.01
I01063,O00037,P0315,2,8700.68,46.65
I01064,O00759,P0012,1,9820.04,85.32
I01065,O00843,P0335,1,7852.43,11.66
I01066,O00720,P0060,3,626.54,27.86
I01067,O00218,P0483,2,1635.44,10.93
I01068,O00622,P0260,3,6177.12,84.24
I01069,O00629,P0415,3,1945.91,60.91
I01070,O00638,P0384,1,1499.51,49.8
I01071,O00191,P0402,5,9554.84,59.08
I01072,O00591,P0219,2,3324.97,9.71
I01073,O00780,P0063,1,1443.38,48.97
I01074,O00686,P0327,4,1777.11,47.72
I01075,O00817,P0156,3,2012.58,10.94
I01076,O00430,P0418,4,3537.11,7.7
I01077,O00612,P0424,4,5203.68,9.36
I01078,O00911,P0378,1,8298.36,18.9
I01079,O00578,P0387,5,4841.84,51.51
I01080,O00147,P0115,3,1377.74,77.95
I01081,O00469,P0474,2,7589.24,53.55
I01082,O00578,P0391,3,4675.18,85.65
I01083,O00588,P0231,5,8844.19,35.36
I01084,O00767,P0466,1,9716.18,98.0
I01085,O00609,P0286,2,6623.76,44.52
I01086,O00532,P0439,5,9246.93,3.05
I01087,O00538,P0385,1,1622.53,60.62
I01088,O00580,P0436,3,5099.05,49.06
I01089,O00904,P0131,-3,4990.46,70.34
I01090,O00675,P0440,1,5693.43,2.92
I01091,O00608,P0217,1,4160.61,44.09
I01092,O00204,P0203,5,7462.9,56.67
I01093,O00148,P0168,1,2748.99,13.02
I01094,O00135,P0483,3,5948.68,77.46
I01095,O00340,P0408,5,3862.53,34.76
I01096,O00670,P0201,2,3852.18,44.35
I01097,O00071,P0108,1,5215.91,17.47
I01098,O00366,P0142,4,1435.99,25.11
I01099,O00673,P0145,2,1384.05,33.09
I01100,O00884,P0417,4,7132.55,31.87
I01101,O00135,P0343,3,4793.63,59.94
I01102,O00971,P0164,3,6048.59,31.56
I01103,O00827,P0219,2,3596.68,30.57
I01104,O00571,P0200,5,3321.92,13.89
I01105,O00652,P0029,4,9102.85,54.18
I01106,O00669,P0268,5,7261.26,35.66
I01107,O00414,P0388,4,8772.31,32.2
I01108,O00299,P0197,3,5575.19,9.1
I01109,O00447,P0244,2,1847.42,95.05
I01110,O00629,P0421,1,4959.9,11.43
I01111,O00409,P0431,1,1182.19,43.18
I01112,O00565,P0177,4,8827.76,36.67
I01113,O00156,P0427,4,7575.1,71.1
I01114,O00934,P0309,4,9819.65,77.48
I01115,O00471,P0466,3,9472.29,84.7
I01116,O00993,P0027,3,8427.36,80.04
I01117,O00499,P0482,5,8696.8,32.05
I01118,O00441,P0211,1,4466.62,25.9
I01119,O00526,P0191,4,1708.75,53.58
I01120,O00407,P0205,5,2372.54,7.0
I01121,O00087,P0389,1,9428.09,6.11
I01122,O00486,P0263,-2,8647.24,19.03
I01123,O00394,P0490,2,7074.25,19.75
I01124,O00623,P0408,2,1459.6,64.93
I01125,O00771,P0254,2,2049.21,54.61
I01126,O00265,P0195,1,936.81,27.02
I01127,O00498,P0402,1,524.58,15.3
I01128,O00710,P0083,5,3767.33,27.42
I01129,O00074,P0213,4,3844.91,79.93
I01130,O00042,P0481,2,387.86,69.16
I01131,O00822,P0136,4,7380.01,38.11
I01132,O00208,P0280,2,6249.41,67.84
I01133,O00108,P0477,4,5365.6,36.93
I01134,O00568,P0250,2,7292.18,86.32
I01135,O00820,P0427,1,9651.57,76.38
I01136,O00656,P0161,4,3074.25,57.33
I01137,O00596,P0424,2,3289.64,8.06
I01138,O00128,P0499,1,5508.48,34.29
I01139,O00578,P0109,1,625.19,50.3
I01140,O00620,P0199,4,786.65,45.56
I01141,O00493,P0170,3,9927.24,20.59
I01142,O00459,P0318,3,8170.41,41.16
I01143,O00111,P0063,4,9339.64,65.5
I01144,O00579,P0071,2,8060.48,14.23
I01145,O00528,P0243,2,8765.26,16.17
I01146,O00253,P0445,1,6002.85,60.52
I01147,O00103,P0217,4,7779.69,9.5
I01148,O00360,P0401,2,4119.56,82.3
I01149,O00298,P0284,4,9414.82,17.97
I01150,O00242,P0226,5,1343.61,91.34
I01151,O00972,P0149,5,3002.6,36.34
I01152,O00387,P0058,2,6025.96,93.97
I01153,O00593,P0374,4,9085.61,78.8
I01154,O00082,P0228,5,7306.12,10.59
I01155,O00329,P0326,-2,3428.55,16.04
I01156,O00950,P0440,1,3731.29,95.97
I01157,O00558,P0337,1,1606.11,21.2
I01158,O00193,P0267,3,2607.42,26.08
I01159,O00843,P0116,1,9759.96,22.63
I01160,O00136,P0261,4,5732.91,60.33
I01161,O00651,P0388,5,9673.15,88.37
I01162,O00439,P0439,1,7765.54,7.8
I01163,O00874,P0154,3,7052.72,94.54
I01164,O00601,P0067,1,2796.2,25.2
I01165,O00855,P0412,1,8015.15,8.65
I01166,O00442,P0114,3,355.9,8.81
I01167,O00898,P0426,4,800.21,20.66
I01168,O00266,P0339,1,2132.02,21.07
I01169,O00395,P0118,2,6871.45,13.09
I01170,O00159,P0227,5,3949.99,48.41
I01171,O00065,P0375,2,7671.75,8.17
I01172,O00635,P0094,1,6040.58,43.93
I01173,O00061,P0027,3,2375.17,43.5
I01174,O00840,P0217,5,6401.73,1.07
I01175,O00947,P0247,3,6959.85,60.11
I01176,O00685,P0219,1,8102.99,9.62
I01177,O00391,P0216,1,5420.32,36.26
I01178,O00126,P0285,1,2539.15,86.86
I01179,O00762,P0256,1,2387.07,51.24
I01180,O00568,P0309,4,6228.47,19.11
I01181,O00756,P0478,1,8260.23,40.15
I01182,O00223,P0447,4,4264.11,7.01
I01183,O00453,P0165,2,9362.15,19.29
I01184,O00815,P0263,3,6580.64,35.69
I01185,O00915,P0395,1,669.67,89.65
I01186,O00485,P0201,2,7422.22,2.7
I01187,O00113,P0028,1,1444.51,42.36
I01188,O00211,P0482,-2,834.66,98.79
I01189,O00605,P0169,5,1039.15,86.92
I01190,O00115,P0083,2,2875.74,2.22
I01191,O00434,P0140,2,7417.49,63.02
I01192,O00068,P0419,1,8329.25,7.92
I01193,O00172,P0475,2,4662.53,37.92
I01194,O00533,P0484,4,3633.86,13.02
I01195,O00602,P0329,4,797.86,46.93
I01196,O00029,P0341,2,1635.46,21.42
I01197,O00840,P0040,2,5541.28,46.61
I01198,O00878,P0322,2,816.62,96.26
I01199,O00002,P0414,3,3251.9,64.87
I01200,O00420,P0388,1,8763.74,47.74
I01201,O00378,P0011,2,3568.18,43.33
I01202,O00119,P0144,2,628.32,38.01
I01203,O00528,P0064,5,4065.05,98.53
I01204,O00277,P0391,2,6500.87,76.96
I01205,O00565,P0172,5,1693.04,44.76
I01206,O00427,P0406,3,8181.38,46.53
I01207,O00235,P0420,4,2026.36,56.81
I01208,O00154,P0214,4,1490.84,53.93
I01209,O00990,P0351,4,3192.56,14.91
I01210,O00600,P0261,5,2747.2,99.97
I01211,O00462,P0034,3,8468.52,23.32
I01212,O00380,P0251,3,5494.11,4.09
I01213,O00578,P0207,4,240.6,57.32
I01214,O00103,P0207,4,2178.05,49.86
I01215,O00943,P0402,3,2863.9,80.15
I01216,O00011,P0377,3,255.6,28.67
