order_id,customer_id,order_date,status,region_code
O00439,C0256,2026-06-27 08:28:58,PLACED,WEST
O00440,,2026-07-19 05:27:58,RETURNED,NORTH
O00441,C0288,2025-07-16 20:03:58,RETURNED,NORTH
O00442,C0094,2026-07-03 00:43:58,RETURNED,SOUTH
O00443,C0018,2026-06-25 18:49:58,CANCELLED,SOUTH
O00444,C0219,2025-06-25 17:35:58,DELIVERED,EAST
O00445,C0150,2025-05-16 16:04:58,PLACED,NORTH
O00446,C0494,2025-07-05 12:43:58,RETURNED,WEST
O00447,C0112,2025-08-05 18:51:58,RETURNED,EAST
O00448,C0441,2025-07-04 00:41:58,SHIPPED,SOUTH
O00449,C0178,2026-01-25 17:57:58,DELIVERED,WEST
O00450,C0410,2025-05-16 16:29:58,CANCELLED,EAST
O00451,C0092,2026-07-29 12:07:58,SHIPPED,NORTH
O00452,C0339,2026-07-01 14:13:58,DELIVERED,SOUTH
O00453,C0293,2025-07-23 07:43:58,RETURNED,NORTH
O00454,C0485,2025-10-23 17:12:58,PLACED,NORTH
O00455,C0340,2026-03-29 10:51:58,RETURNED,WEST
O00456,C0152,2026-05-16 01:53:58,SHIPPED,EAST
O00457,C0161,2025-05-21 14:16:58,DELIVERED,SOUTH
O00458,C0003,2026-03-16 21:37:58,DELIVERED,WEST
O00459,C0149,2026-01-14 12:06:58,CANCELLED,EAST
O00460,,2026-03-17 05:01:58,CANCELLED,NORTH
O00461,C0179,2025-07-05 05:08:58,RETURNED,NORTH
O00462,C0439,2026-02-21 18:50:58,CANCELLED,WEST
O00463,C0292,2026-01-10 23:58:58,PLACED,WEST
O00464,C0131,2025-05-23 15:55:58,CANCELLED,SOUTH
O00465,C0394,2025-09-15 02:30:58,CANCELLED,NORTH
O00466,C0292,2025-12-07 22:32:58,CANCELLED,SOUTH
O00467,C0093,2025-12-28 09:38:58,DELIVERED,EAST
O00468,C0358,2026-08-08 05:45:58,SHIPPED,NORTH
O00469,C0042,2026-05-07 09:18:58,SHIPPED,EAST
O00470,C0155,2025-07-22 00:06:58,RETURNED,SOUTH
O00471,C0435,2025-10-06 23:12:58,SHIPPED,NORTH
O00472,C0401,2025-06-20 06:16:58,DELIVERED,SOUTH
O00473,C0226,2026-01-23 06:40:58,CANCELLED,SOUTH
O00474,C0261,2026-03-26 18:19:58,SHIPPED,SOUTH
O00475,C0139,2026-07-31 04:39:58,CANCELLED,EAST
O00476,C0007,2026-02-04 03:43:58,RETURNED,EAST
O00477,C0009,2025-10-07 01:10:58,PLACED,EAST
O00478,C0007,2025-08-27 06:58:58,RETURNED,NORTH
O00479,C0472,2026-05-04 04:48:58,SHIPPED,NORTH
O00480,,2026-04-29 17:41:58,CANCELLED,SOUTH
O00481,C0158,2026-06-28 16:53:58,PLACED,EAST
O00482,C0415,2026-02-03 02:38:58,CANCELLED,EAST
O00483,C0317,2025-06-14 19:10:58,RETURNED,WEST
O00484,C0103,2026-07-26 13:53:58,PLACED,SOUTH
O00485,C0485,2025-05-21 07:00:58,CANCELLED,SOUTH
O00486,C0393,2025-10-01 22:47:58,CANCELLED,EAST
O00487,C0094,2026-03-30 22:14:58,SHIPPED,NORTH
O00488,C0032,2025-08-16 17:23:58,DELIVERED,WEST
O00489,C0092,2026-04-10 16:08:58,SHIPPED,WEST
O00490,C0063,2025-12-02 09:44:58,CANCELLED,NORTH
O00491,C0353,2025-08-12 21:33:58,DELIVERED,WEST
O00492,C0021,2026-04-04 04:57:58,DELIVERED,EAST
O00493,C0351,2025-07-12 05:04:58,PLACED,SOUTH
O00494,C0162,2025-06-12 11:42:58,RETURNED,WEST
O00495,C0404,2025-07-31 08:33:58,RETURNED,WEST
O00496,C0092,2026-02-25 07:19:58,DELIVERED,WEST
O00497,C0092,2025-10-26 11:14:58,SHIPPED,EAST
O00498,C0355,2025-06-02 19:05:58,PLACED,WEST
O00499,C0072,2026-04-13 12:11:58,CANCELLED,SOUTH
O00500,,,RETURNED,NORTH
O00501,C0361,2025-10-21 17:15:58,CANCELLED,WEST
O00502,C0461,2025-08-25 16:20:58,SHIPPED,WEST
O00503,C0101,2025-11-21 12:43:58,SHIPPED,WEST
O00504,C0341,2025-10-26 04:49:58,RETURNED,SOUTH
O00505,C0469,2026-06-10 20:39:58,DELIVERED,SOUTH
O00506,C0145,2026-03-29 01:18:58,DELIVERED,SOUTH
O00507,C0315,2026-01-28 17:45:58,DELIVERED,WEST
O00508,C0189,2025-08-03 13:49:58,CANCELLED,WEST
O00509,C0133,2026-05-18 07:38:58,DELIVERED,EAST
O00510,C0210,2025-06-30 15:20:58,RETURNED,WEST
O00511,C0121,2025-07-14 09:55:58,CANCELLED,EAST
O00512,C0165,2025-11-27 01:41:58,DELIVERED,NORTH
O00513,C0299,2025-07-03 14:20:58,CANCELLED,EAST
O00514,C0366,2025-09-24 15:47:58,CANCELLED,NORTH
O00515,C0315,2026-06-06 08:14:58,DELIVERED,SOUTH
O00516,C0364,2025-05-26 02:08:58,CANCELLED,EAST
O00517,C0006,2025-05-26 10:58:58,PLACED,EAST
O00518,C0002,2025-11-15 11:54:58,DELIVERED,NORTH
O00519,C0440,2025-05-19 16:01:58,SHIPPED,NORTH
O00520,,2025-07-04 05:04:58,SHIPPED,SOUTH
O00521,C0144,2025-10-27 03:43:58,SHIPPED,NORTH
O00522,C0443,2025-10-21 03:52:58,DELIVERED,WEST
O00523,C0453,2025-11-20 17:34:58,CANCELLED,WEST
O00524,C0420,2025-08-12 23:46:58,DELIVERED,WEST
O00525,C0419,2025-10-08 15:47:58,DELIVERED,EAST
O00526,C0283,2025-12-13 19:05:58,SHIPPED,SOUTH
O00527,C0163,2025-12-11 03:26:58,PLACED,SOUTH
O00528,C0344,2025-08-09 01:58:58,SHIPPED,WEST
O00529,C0051,2026-04-23 15:21:58,CANCELLED,WEST
O00530,C0366,2026-02-08 10:57:58,PLACED,EAST
O00531,C0491,2025-05-15 20:45:58,SHIPPED,EAST
O00532,C0444,2025-09-13 07:19:58,RETURNED,EAST
O00533,C0174,2025-09-07 01:39:58,CANCELLED,EAST
O00534,C0426,2025-12-04 20:40:58,RETURNED,WEST
O00535,C0314,2025-05-22 05:43:58,SHIPPED,EAST
O00536,C0124,2025-07-13 21:02:58,CANCELLED,NORTH
O00537,C0022,2025-11-24 04:30:58,PLACED,EAST
O00538,C0439,2025-06-17 11:21:58,PLACED,NORTH
O00539,C0463,2025-07-13 15:40:58,PLACED,EAST
O00540,,2025-12-31 19:32:58,PLACED,NORTH
O00541,C0265,2025-06-08 02:50:58,RETURNED,NORTH
O00542,C0114,2026-02-20 04:02:58,CANCELLED,NORTH
O00543,C0135,2025-09-09 19:57:58,CANCELLED,SOUTH
O00544,C0126,2026-07-07 06:05:58,CANCELLED,NORTH
O00545,C0388,2026-06-13 11:11:58,PLACED,NORTH
O00546,C0364,2026-01-30 03:21:58,SHIPPED,EAST
O00547,C0472,2025-06-21 08:16:58,RETURNED,WEST
O00548,C0237,2026-08-06 10:20:58,PLACED,EAST
O00549,C0046,2026-05-19 05:26:58,PLACED,WEST
O00550,C0091,2025-07-29 15:25:58,RETURNED,SOUTH
O00551,C0496,2025-12-31 09:24:58,PLACED,EAST
O00552,C0439,2026-05-30 23:18:58,CANCELLED,WEST
O00553,C0379,2025-09-05 09:31:58,PLACED,NORTH
O00554,C0216,2025-12-05 17:39:58,SHIPPED,EAST
O00555,C0021,2025-08-07 00:40:58,SHIPPED,NORTH
O00556,C0099,2026-07-11 19:12:58,SHIPPED,SOUTH
O00557,C0167,2025-10-19 03:40:58,SHIPPED,NORTH
O00558,C0412,2025-09-08 15:14:58,PLACED,EAST
O00559,C0246,2026-04-08 03:48:58,CANCELLED,SOUTH
O00560,,2025-07-10 09:37:58,RETURNED,NORTH
O00561,C0258,2025-12-23 19:56:58,DELIVERED,WEST
O00562,C0451,2026-07-04 21:13:58,RETURNED,SOUTH
O00563,C0223,2025-08-23 16:58:58,CANCELLED,SOUTH
O00564,C0474,2026-02-22 00:29:58,SHIPPED,EAST
O00565,C0266,2026-07-10 13:42:58,RETURNED,NORTH
O00566,C0222,2026-01-29 17:16:58,DELIVERED,WEST
O00567,C0465,2025-06-05 04:39:58,RETURNED,WEST
O00568,C0295,2026-02-17 17:34:58,PLACED,NORTH
O00569,C0063,2026-02-28 04:49:58,DELIVERED,WEST
O00570,C0021,2025-10-31 16:04:58,CANCELLED,WEST
O00571,C0076,2025-06-23 07:47:58,CANCELLED,NORTH
O00572,C0435,2025-05-18 01:45:58,CANCELLED,WEST
O00573,C0350,2026-07-11 23:04:58,SHIPPED,WEST
O00574,C0182,2026-01-01 08:39:58,RETURNED,WEST
O00575,C0182,2025-11-25 18:13:58,CANCELLED,NORTH
O00576,C0285,2025-06-09 11:32:58,PLACED,WEST
O00577,C0433,2026-01-20 02:38:58,SHIPPED,SOUTH
O00578,C0040,2025-07-05 00:41:58,CANCELLED,NORTH
O00579,C0047,2025-07-27 17:52:58,DELIVERED,SOUTH
O00580,,2026-01-20 16:13:58,PLACED,EAST
O00581,C0096,2025-08-11 23:00:58,PLACED,WEST
O00582,C0349,2026-06-30 09:48:58,CANCELLED,SOUTH
O00583,C0196,2026-04-27 13:49:58,CANCELLED,SOUTH
O00584,C0105,2025-07-17 06:28:58,RETURNED,WEST
O00585,C0435,2025-07-01 08:08:58,DELIVERED,EAST
O00586,C0046,2026-02-16 10:09:58,CANCELLED,NORTH
O00587,C0350,2025-09-17 13:00:58,SHIPPED,WEST
O00588,C0166,2025-12-15 03:31:58,DELIVERED,NORTH
O00589,C0219,2026-01-01 09:51:58,PLACED,WEST
O00590,C0276,2026-03-25 12:43:58,SHIPPED,NORTH
O00591,C0031,2025-05-24 02:40:58,PLACED,NORTH
O00592,C0038,2025-05-30 07:40:58,DELIVERED,WEST
O00593,C0481,2026-03-09 00:56:58,DELIVERED,NORTH
O00594,C0082,2026-03-28 12:52:58,PLACED,WEST
O00595,C0453,2025-12-21 23:11:58,RETURNED,EAST
O00596,C0244,2025-06-07 11:29:58,PLACED,WEST
O00597,C0223,2025-06-09 18:15:58,DELIVERED,NORTH
O00598,C0109,2026-01-01 01:47:58,CANCELLED,SOUTH
O00599,C0488,2025-06-05 07:53:58,CANCELLED,WEST
O00600,,,CANCELLED,SOUTH
O00601,C0326,2026-07-26 07:26:58,DELIVERED,SOUTH
O00602,C0352,2026-04-03 16:31:58,CANCELLED,EAST
O00603,C0107,2025-07-10 01:53:58,PLACED,WEST
O00604,C0241,2026-06-04 14:27:58,RETURNED,NORTH
O00605,C0078,2025-08-19 15:04:58,PLACED,WEST
O00606,C0037,2025-11-19 08:00:58,DELIVERED,WEST
O00607,C0103,2026-07-22 02:49:58,CANCELLED,EAST
O00608,C0426,2026-02-11 21:22:58,SHIPPED,SOUTH
O00609,C0066,2026-01-19 07:21:58,SHIPPED,SOUTH
O00610,C0383,2025-10-11 02:01:58,CANCELLED,NORTH
O00611,C0326,2025-07-27 08:50:58,DELIVERED,WEST
O00612,C0128,2026-04-16 08:16:58,SHIPPED,WEST
O00613,C0088,2025-07-04 21:38:58,PLACED,EAST
O00614,C0486,2025-12-14 13:10:58,RETURNED,WEST
O00615,C0445,2026-07-20 11:23:58,RETURNED,EAST
O00616,C0227,2026-06-24 19:30:58,RETURNED,EAST
O00617,C0456,2026-02-24 22:56:58,DELIVERED,EAST
O00618,C0398,2025-07-31 06:17:58,RETURNED,WEST
O00619,C0274,2026-01-04 19:45:58,RETURNED,NORTH
O00620,,2026-08-02 15:01:58,CANCELLED,EAST
O00621,C0278,2026-05-14 03:48:58,PLACED,SOUTH
O00622,C0262,2025-11-08 17:00:58,SHIPPED,EAST
O00623,C0192,2025-08-02 05:32:58,RETURNED,EAST
O00624,C0455,2026-06-08 14:04:58,CANCELLED,WEST
O00625,C0105,2026-02-05 07:31:58,SHIPPED,NORTH
O00626,C0350,2026-06-25 12:56:58,CANCELLED,WEST
O00627,C0112,2026-01-27 23:54:58,CANCELLED,SOUTH
O00628,C0056,2026-01-20 01:00:58,PLACED,EAST
O00629,C0315,2025-12-27 07:49:58,DELIVERED,SOUTH
O00630,C0442,2026-03-15 15:37:58,DELIVERED,EAST
O00631,C0051,2025-12-03 20:39:58,SHIPPED,NORTH
O00632,C0387,2025-11-03 07:29:58,RETURNED,NORTH
O00633,C0456,2026-01-13 19:20:58,SHIPPED,NORTH
O00634,C0041,2025-08-14 10:09:58,PLACED,SOUTH
O00635,C0494,2026-01-24 05:17:58,RETURNED,NORTH
O00636,C0270,2025-08-31 09:51:58,DELIVERED,EAST
O00637,C0098,2025-08-03 07:49:58,DELIVERED,EAST
O00638,C0445,2025-06-28 21:06:58,SHIPPED,EAST
O00639,C0226,2025-08-01 08:41:58,RETURNED,NORTH
O00640,,2026-01-02 17:53:58,CANCELLED,SOUTH
O00641,C0134,2025-05-30 20:07:58,RETURNED,WEST
O00642,C0354,2026-03-03 03:35:58,CANCELLED,EAST
O00643,C0267,2025-07-29 22:27:58,SHIPPED,EAST
O00644,C0107,2025-07-20 23:03:58,DELIVERED,EAST
O00645,C0274,2026-03-31 09:15:58,CANCELLED,NORTH
O00646,C0429,2025-11-08 01:49:58,RETURNED,EAST
O00647,C0048,2025-09-12 01:12:58,SHIPPED,SOUTH
O00648,C0211,2026-07-29 05:59:58,CANCELLED,EAST
O00649,C0133,2025-07-19 13:49:58,RETURNED,NORTH
O00650,C0242,2026-07-15 19:11:58,SHIPPED,SOUTH
O00651,C0381,2025-06-28 16:50:58,DELIVERED,EAST
O00652,C0217,2026-02-28 21:07:58,RETURNED,WEST
O00653,C0031,2026-07-29 19:22:58,RETURNED,WEST
O00654,C0399,2025-12-08 14:38:58,PLACED,EAST
O00655,C0435,2025-11-04 10:41:58,CANCELLED,SOUTH
O00656,C0162,2025-10-28 06:35:58,SHIPPED,WEST
O00657,C0361,2025-05-19 17:12:58,CANCELLED,EAST
O00658,C0070,2025-07-25 17:33:58,PLACED,WEST
O00659,C0206,2025-08-09 08:11:58,CANCELLED,EAST
O00660,,2025-10-03 20:36:58,CANCELLED,SOUTH
O00661,C0021,2025-10-09 05:45:58,SHIPPED,SOUTH
O00662,C0003,2025-06-11 00:58:58,CANCELLED,WEST
O00663,C0409,2026-06-05 03:04:58,SHIPPED,WEST
O00664,C0300,2025-12-13 18:15:58,SHIPPED,SOUTH
O00665,C0389,2025-08-15 06:06:58,DELIVERED,NORTH
O00666,C0166,2026-04-20 19:12:58,PLACED,SOUTH
O00667,C0046,2026-07-09 03:09:58,RETURNED,SOUTH
O00668,C0338,2025-11-15 21:11:58,DELIVERED,WEST
O00669,C0224,2026-05-31 08:35:58,DELIVERED,NORTH
O00670,C0341,2026-03-01 23:10:58,RETURNED,NORTH
O00671,C0031,2025-09-25 00:59:58,PLACED,WEST
O00672,C0360,2025-09-15 10:20:58,CANCELLED,WEST
O00673,C0273,2025-06-21 18:05:58,PLACED,EAST
O00674,C0308,2025-07-16 17:42:58,DELIVERED,SOUTH
O00675,C0156,2025-12-07 23:18:58,SHIPPED,EAST
O00676,C0029,2025-08-24 18:18:58,DELIVERED,NORTH
O00677,C0284,2025-08-06 22:04:58,PLACED,SOUTH
O00678,C0441,2025-06-16 21:41:58,DELIVERED,EAST
O00679,C0450,2026-02-17 05:49:58,CANCELLED,WEST
O00680,,2026-01-16 21:53:58,CANCELLED,SOUTH
O00681,C0421,2026-07-02 21:18:58,DELIVERED,WEST
O00682,C0076,2026-01-25 23:11:58,CANCELLED,SOUTH
O00683,C0194,2025-06-06 10:45:58,DELIVERED,NORTH
O00684,C0184,2025-05-29 17:05:58,DELIVERED,SOUTH
O00685,C0223,2025-08-21 06:00:58,PLACED,SOUTH
O00686,C0067,2025-10-27 08:54:58,DELIVERED,WEST
O00687,C0108,2026-01-28 11:01:58,SHIPPED,NORTH
O00688,C0439,2025-09-08 17:53:58,RETURNED,SOUTH
O00689,C0025,2025-11-02 15:45:58,DELIVERED,WEST
O00690,C0223,2025-12-11 16:52:58,RETURNED,WEST
O00691,C0083,2026-05-04 19:33:58,DELIVERED,SOUTH
O00692,C0137,2025-08-04 23:57:58,CANCELLED,WEST
O00693,C0030,2026-08-04 21:38:58,PLACED,EAST
O00694,C0138,2026-03-16 21:30:58,DELIVERED,WEST
O00695,C0215,2025-11-16 01:42:58,SHIPPED,WEST
O00696,C0071,2026-02-14 01:04:58,SHIPPED,SOUTH
O00697,C0084,2026-03-04 16:08:58,CANCELLED,NORTH
O00698,C0338,2025-07-25 18:08:58,PLACED,NORTH
O00699,C0146,2026-03-29 11:57:58,SHIPPED,SOUTH
O00700,,,PLACED,SOUTH
O00701,C0282,2025-09-07 18:42:58,CANCELLED,WEST
O00702,C0332,2025-05-28 04:30:58,RETURNED,NORTH
O00703,C0442,2025-09-30 02:20:58,CANCELLED,WEST
O00704,C0459,2025-10-11 03:46:58,SHIPPED,SOUTH
O00705,C0484,2026-05-31 19:41:58,SHIPPED,SOUTH
O00706,C0421,2026-08-05 10:28:58,RETURNED,EAST
O00707,C0440,2026-04-10 17:47:58,RETURNED,NORTH
O00708,C0140,2025-12-23 03:48:58,CANCELLED,NORTH
O00709,C0137,2026-03-10 01:48:58,DELIVERED,NORTH
O00710,C0176,2026-07-14 03:44:58,RETURNED,NORTH
O00711,C0008,2026-03-21 02:23:58,PLACED,NORTH
O00712,C0157,2026-07-18 09:24:58,DELIVERED,SOUTH
O00713,C0166,2026-02-24 07:44:58,DELIVERED,SOUTH
O00714,C0311,2026-06-08 12:47:58,SHIPPED,EAST
O00715,C0108,2026-06-01 00:16:58,PLACED,SOUTH
O00716,C0295,2025-11-06 18:39:58,PLACED,WEST
O00717,C0203,2026-03-15 06:43:58,DELIVERED,SOUTH
O00718,C0111,2025-07-07 17:46:58,CANCELLED,NORTH
O00719,C0433,2025-07-15 22:08:58,SHIPPED,NORTH
O00720,,2025-12-15 07:27:58,SHIPPED,EAST
O00721,C0476,2026-01-30 22:19:58,DELIVERED,SOUTH
O00722,C0224,2026-03-20 17:44:58,CANCELLED,SOUTH
O00723,C0334,2025-11-09 08:35:58,PLACED,EAST
O00724,C0210,2026-02-13 21:44:58,RETURNED,EAST
O00725,C0047,2025-09-16 01:18:58,RETURNED,NORTH
O00726,C0363,2026-07-27 00:12:58,CANCELLED,NORTH
O00727,C0105,2026-01-05 15:36:58,DELIVERED,SOUTH
O00728,C0168,2026-05-21 11:41:58,RETURNED,SOUTH
O00729,C0396,2026-06-24 19:13:58,RETURNED,EAST
O00730,C0232,2025-10-29 16:01:58,CANCELLED,EAST
O00731,C0283,2026-07-19 09:16:58,PLACED,EAST
O00732,C0447,2026-05-14 10:30:58,CANCELLED,SOUTH
O00733,C0335,2025-07-18 22:07:58,CANCELLED,WEST
O00734,C0313,2025-09-13 02:24:58,PLACED,EAST
O00735,C0191,2025-11-23 11:14:58,DELIVERED,NORTH
O00736,C0363,2026-01-21 07:14:58,PLACED,NORTH
O00737,C0052,2025-05-29 19:25:58,DELIVERED,SOUTH
O00738,C0354,2026-07-14 14:46:58,PLACED,EAST
O00739,C0128,2025-10-12 15:33:58,PLACED,WEST
O00740,,2025-11-17 19:18:58,SHIPPED,SOUTH
O00741,C0123,2026-01-12 15:09:58,CANCELLED,SOUTH
O00742,C0146,2026-01-02 22:13:58,RETURNED,NORTH
O00743,C0084,2026-05-05 01:49:58,DELIVERED,WEST
O00744,C0216,2025-10-12 21:57:58,PLACED,SOUTH
O00745,C0403,2025-12-02 09:56:58,RETURNED,SOUTH
O00746,C0381,2026-06-12 01:13:58,PLACED,SOUTH
O00747,C0268,2026-04-03 07:17:58,RETURNED,NORTH
O00748,C0438,2026-01-25 03:27:58,SHIPPED,WEST
O00749,C0485,2026-06-08 11:29:58,PLACED,EAST
O00750,C0047,2026-06-13 01:11:58,RETURNED,NORTH
O00751,C0188,2026-06-05 12:11:58,CANCELLED,EAST
O00752,C0462,2026-03-16 20:39:58,SHIPPED,SOUTH
O00753,C0488,2026-02-23 02:24:58,RETURNED,NORTH
O00754,C0366,2025-06-14 05:14:58,DELIVERED,EAST
O00755,C0500,2025-06-26 20:06:58,PLACED,SOUTH
O00756,C0455,2025-12-11 01:57:58,DELIVERED,NORTH
O00757,C0174,2025-10-04 13:59:58,DELIVERED,SOUTH
O00758,C0153,2026-05-07 21:47:58,RETURNED,NORTH
O00759,C0218,2025-08-04 22:43:58,SHIPPED,NORTH
O00760,,2025-10-17 14:23:58,RETURNED,WEST
O00761,C0059,2025-09-29 06:02:58,CANCELLED,EAST
O00762,C0149,2025-08-02 11:43:58,RETURNED,WEST
O00763,C0392,2025-12-06 20:03:58,SHIPPED,SOUTH
O00764,C0305,2025-09-26 13:09:58,DELIVERED,EAST
O00765,C0280,2026-06-25 10:14:58,CANCELLED,WEST
O00766,C0161,2025-11-15 13:40:58,SHIPPED,EAST
O00767,C0033,2026-02-17 22:36:58,DELIVERED,EAST
O00768,C0053,2026-02-21 18:08:58,PLACED,SOUTH
O00769,C0265,2026-04-01 14:37:58,SHIPPED,SOUTH
O00770,C0202,2026-04-26 18:43:58,SHIPPED,WEST
O00771,C0253,2026-04-18 00:50:58,RETURNED,SOUTH
O00772,C0114,2025-12-01 08:37:58,RETURNED,SOUTH
O00773,C0360,2025-05-19 14:04:58,SHIPPED,EAST
O00774,C0388,2026-03-05 17:12:58,CANCELLED,SOUTH
O00775,C0085,2025-10-15 12:54:58,SHIPPED,SOUTH
O00776,C0059,2025-10-05 04:43:58,CANCELLED,SOUTH
O00777,C0284,2025-12-11 09:57:58,DELIVERED,EAST
O00778,C0378,2025-10-06 17:13:58,CANCELLED,EAST
O00779,C0413,2025-08-14 08:33:58,PLACED,SOUTH
O00780,,2026-01-31 05:18:58,RETURNED,WEST
O00781,C0307,2025-10-22 01:02:58,SHIPPED,WEST
O00782,C0408,2026-02-03 22:52:58,RETURNED,NORTH
O00783,C0263,2026-02-05 04:15:58,PLACED,WEST
O00784,C0213,2025-05-29 04:49:58,RETURNED,NORTH
O00785,C0073,2026-07-27 12:04:58,SHIPPED,SOUTH
O00786,C0307,2025-07-05 03:40:58,CANCELLED,NORTH
O00787,C0117,2026-01-26 16:47:58,PLACED,EAST
O00788,C0056,2026-01-18 09:09:58,DELIVERED,WEST
O00789,C0059,2025-10-30 16:37:58,SHIPPED,WEST
O00790,C0194,2026-05-03 21:07:58,DELIVERED,NORTH
O00791,C0230,2026-05-21 19:37:58,RETURNED,SOUTH
O00792,C0384,2025-09-09 19:27:58,RETURNED,SOUTH
O00793,C0013,2026-03-02 16:32:58,PLACED,SOUTH
O00794,C0254,2026-01-12 06:07:58,RETURNED,SOUTH
O00795,C0198,2026-04-04 08:16:58,RETURNED,NORTH
O00796,C0299,2025-12-21 11:24:58,DELIVERED,NORTH
O00797,C0246,2026-06-20 21:25:58,PLACED,NORTH
O00798,C0086,2026-03-22 07:45:58,DELIVERED,NORTH
O00799,C0456,2025-10-06 12:56:58,CANCELLED,SOUTH
O00800,,,PLACED,NORTH
O00801,C0213,2025-11-30 01:48:58,CANCELLED,SOUTH
O00802,C0066,2025-09-13 21:27:58,SHIPPED,WEST
O00803,C0023,2025-08-18 02:57:58,RETURNED,WEST
O00804,C0299,2026-01-02 06:48:58,PLACED,SOUTH
O00805,C0273,2026-02-01 10:29:58,PLACED,EAST
O00806,C0149,2026-04-17 16:07:58,RETURNED,EAST
O00807,C0027,2025-08-31 03:14:58,PLACED,WEST
O00808,C0032,2026-08-07 07:51:58,SHIPPED,NORTH
O00809,C0157,2025-08-08 00:39:58,CANCELLED,WEST
O00810,C0441,2025-08-24 03:58:58,DELIVERED,SOUTH
O00811,C0059,2025-07-16 01:48:58,RETURNED,EAST
O00812,C0132,2026-07-18 16:48:58,RETURNED,NORTH
O00813,C0461,2025-07-13 15:12:58,PLACED,SOUTH
O00814,C0018,2026-03-17 21:19:58,PLACED,EAST
O00815,C0071,2025-10-20 02:42:58,SHIPPED,NORTH
O00816,C0386,2025-07-31 15:14:58,RETURNED,EAST
O00817,C0484,2026-02-05 17:40:58,CANCELLED,WEST
O00818,C0300,2025-06-15 14:16:58,SHIPPED,SOUTH
O00819,C0153,2025-05-25 20:11:58,CANCELLED,SOUTH
O00820,,2026-07-11 04:38:58,RETURNED,EAST
O00821,C0365,2026-04-23 16:39:58,RETURNED,NORTH
O00822,C0151,2026-07-07 09:24:58,DELIVERED,EAST
O00823,C0287,2026-07-09 14:58:58,DELIVERED,SOUTH
O00824,C0242,2026-04-14 21:22:58,CANCELLED,WEST
O00825,C0480,2025-11-02 08:58:58,DELIVERED,EAST
O00826,C0388,2026-04-03 05:14:58,CANCELLED,NORTH
O00827,C0468,2025-07-26 23:33:58,PLACED,EAST
O00828,C0017,2025-07-14 19:30:58,DELIVERED,EAST
O00829,C0460,2025-06-18 06:52:58,PLACED,NORTH
O00830,C0014,2025-07-01 19:37:58,RETURNED,EAST
O00831,C0385,2026-07-22 02:47:58,RETURNED,NORTH
O00832,C0356,2026-07-11 00:30:58,RETURNED,EAST
O00833,C0316,2025-09-17 10:26:58,PLACED,EAST
O00834,C0315,2025-09-27 07:41:58,DELIVERED,WEST
O00835,C0464,2025-07-16 15:37:58,SHIPPED,NORTH
O00836,C0136,2026-05-24 04:08:58,SHIPPED,WEST
O00837,C0031,2025-08-05 05:23:58,DELIVERED,NORTH
O00838,C0433,2025-05-29 20:37:58,RETURNED,NORTH
O00839,C0288,2026-02-19 00:53:58,PLACED,WEST
O00840,,2026-08-03 00:58:58,CANCELLED,WEST
O00841,C0288,2026-03-20 21:45:58,RETURNED,WEST
O00842,C0202,2026-02-24 15:33:58,DELIVERED,EAST
O00843,C0255,2026-05-07 22:30:58,DELIVERED,EAST
O00844,C0044,2026-08-03 10:49:58,SHIPPED,EAST
O00845,C0145,2025-06-22 09:30:58,PLACED,WEST
O00846,C0438,2026-06-02 23:02:58,RETURNED,WEST
O00847,C0382,2025-12-18 21:23:58,PLACED,EAST
O00848,C0392,2025-07-24 18:21:58,CANCELLED,WEST
O00849,C0004,2025-05-30 18:00:58,PLACED,SOUTH
O00850,C0146,2025-07-14 02:05:58,SHIPPED,SOUTH
O00851,C0178,2025-12-18 17:09:58,PLACED,SOUTH
O00852,C0352,2026-08-07 08:55:58,PLACED,EAST
O00853,C0086,2025-10-09 21:29:58,PLACED,WEST
O00854,C0371,2025-05-28 20:47:58,CANCELLED,SOUTH
O00855,C0258,2026-06-06 13:50:58,PLACED,SOUTH
O00856,C0346,2026-02-08 21:32:58,RETURNED,SOUTH
O00857,C0274,2025-06-06 22:17:58,RETURNED,NORTH
O00858,C0403,2026-03-24 00:29:58,SHIPPED,NORTH
O00859,C0170,2025-10-31 00:37:58,SHIPPED,SOUTH
O00860,,2025-06-29 07:51:58,CANCELLED,WEST
O00861,C0140,2026-02-28 11:32:58,DELIVERED,WEST
O00862,C0318,2025-12-16 00:47:58,SHIPPED,NORTH
O00863,C0094,2025-06-26 08:28:58,CANCELLED,SOUTH
O00864,C0345,2025-05-16 03:28:58,CANCELLED,EAST
O00865,C0098,2026-01-26 11:04:58,SHIPPED,EAST
O00866,C0363,2025-12-28 23:25:58,RETURNED,SOUTH
O00867,C0041,2025-07-23 16:59:58,DELIVERED,SOUTH
O00868,C0374,2025-06-11 14:43:58,PLACED,WEST
O00869,C0142,2025-07-18 08:17:58,CANCELLED,WEST
O00870,C0291,2026-06-18 17:53:58,DELIVERED,EAST
O00871,C0384,2026-06-01 17:27:58,RETURNED,SOUTH
O00872,C0329,2026-01-15 16:52:58,PLACED,WEST
O00873,C0231,2026-04-24 20:40:58,PLACED,SOUTH
O00874,C0120,2025-06-20 16:26:58,CANCELLED,SOUTH
O00875,C0271,2026-06-30 18:42:58,DELIVERED,EAST
O00876,C0355,2025-11-29 19:01:58,DELIVERED,WEST
